image_path,label,occluded,x_max,y_max,x_min,y_min
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207902.png,Red,False,862.125,340.875,855.875,323.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207902.png,Red,False,880.0,334.625,871.125,316.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,Red,False,572.375,363.75,552.75,321.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,Red,False,656.625,331.0,645.25,307.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,Red,False,788.0,271.25,777.125,245.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,Red,False,894.125,330.75,880.75,304.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/207990.png,Red,False,952.75,317.25,939.75,284.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,Red,False,521.625,353.125,491.5,292.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,Red,False,646.375,315.0,632.75,287.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,Red,False,816.75,238.375,800.125,204.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,Red,False,953.5,314.25,937.25,280.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208038.png,Red,False,1056.125,285.5,1039.125,248.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,Red,False,487.0,355.0,448.0,272.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,Red,False,650.25,312.375,635.0,278.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,Red,False,850.25,224.375,828.5,180.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,Red,False,1005.5,311.125,989.375,271.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208072.png,Red,False,1155.25,273.875,1136.75,227.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,Red,False,448.0,358.0,391.0,246.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,Red,False,661.5,310.375,643.25,271.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,Red,False,890.0,207.0,867.625,158.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,Red,False,1069.375,300.75,1047.0,260.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208114.png,Red,False,1277.0,252.75,1254.0,202.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,Red,False,442.0,361.0,378.0,243.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,Red,False,662.125,309.0,644.625,271.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,Red,False,897.25,201.25,872.0,152.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208128.png,Red,False,1083.125,301.75,1060.875,257.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,Red,False,397.0,356.0,330.0,219.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,Red,False,664.0,303.375,644.625,262.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,Red,False,917.125,188.0,888.5,134.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208182.png,Red,False,1115.5,296.75,1090.375,247.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,Red,False,395.0,355.0,331.0,220.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,Red,False,663.25,303.25,644.625,263.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,Red,False,915.875,187.625,888.75,135.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208184.png,Red,False,1114.125,297.625,1091.0,248.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,Green,False,375.0,367.0,307.0,223.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,Green,False,663.5,312.75,644.125,272.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,Green,False,922.125,194.25,893.5,140.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208440.png,Green,False,1126.375,306.375,1100.125,255.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,Green,False,315.0,378.0,224.0,186.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,Green,False,667.5,315.375,646.25,269.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,Green,False,948.0,181.875,919.25,125.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208482.png,Green,False,1167.375,305.625,1142.0,250.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,Green,False,291.0,368.0,200.0,173.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,Green,False,668.625,312.125,647.5,266.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,Green,False,954.0,176.75,923.875,119.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208488.png,Green,False,1179.0,302.625,1150.5,245.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,Green,False,274.0,364.0,176.0,157.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,Green,False,668.875,308.75,647.625,263.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,Green,False,957.0,171.25,929.0,110.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208492.png,Green,False,1187.125,298.0,1159.625,241.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208562.png,Green,False,715.625,270.25,685.75,205.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,Red,False,433.875,215.75,418.0,178.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,off,False,519.875,222.875,505.25,185.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,off,False,806.625,248.5,776.625,187.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,Red,False,247.125,306.25,230.375,269.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208732.png,off,False,659.25,298.125,648.0,268.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,Red,False,301.25,263.125,279.375,220.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,Red,False,521.0,147.125,501.625,102.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,Green,False,627.875,153.0,608.0,109.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,off,False,799.25,239.75,780.25,204.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208772.png,Green,False,1038.0,141.5,992.75,54.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,Red,False,283.25,279.75,264.125,234.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,Red,False,536.5,154.75,515.625,104.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,Green,False,656.875,164.75,634.125,113.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,off,False,848.5,265.0,826.875,222.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208794.png,off,False,1214.375,103.375,1152.625,7.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,Red,False,284.375,277.625,261.0,229.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,Red,False,536.625,150.625,515.375,99.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,off,False,1233.5,98.375,1177.875,1.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,Green,False,658.5,159.375,635.625,108.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208796.png,off,False,851.875,258.375,831.625,213.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,Red,False,269.25,255.875,246.375,206.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,Red,False,536.375,125.125,515.0,72.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,Green,False,665.5,135.875,641.375,82.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208804.png,off,False,868.125,245.625,846.875,197.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208856.png,Red,False,116.5,215.0,88.625,141.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208856.png,Green,False,709.0,40.0,675.0,2.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/208856.png,Green,False,1015.0,213.0,982.0,136.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211660.png,Red,False,1130.25,332.375,1120.375,315.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211660.png,Red,False,992.25,339.25,984.0,321.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211692.png,Red,False,964.5,331.25,955.875,311.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211692.png,Red,False,1119.0,325.125,1108.0,305.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211704.png,Red,False,954.625,334.25,945.375,313.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211704.png,Red,False,1116.875,327.75,1104.5,307.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211776.png,Red,False,879.125,332.5,866.625,306.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211776.png,Red,False,1088.75,320.0,1079.125,295.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211776.png,off,False,1187.25,255.625,1173.0,220.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,Red,False,855.25,314.375,841.875,286.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,Red,False,1107.5,301.5,1092.0,271.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,Red,False,919.125,327.875,907.5,309.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211820.png,off,False,1216.125,225.5,1200.125,187.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,Red,False,769.875,316.125,753.875,279.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,Red,False,827.875,331.375,816.875,313.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,Red,False,1091.5,294.625,1074.625,260.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,off,False,1217.375,204.875,1197.25,158.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211900.png,Green,False,840.5,331.75,830.875,311.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,Red,False,766.125,313.0,749.875,279.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,Red,False,822.875,330.75,812.875,312.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,Red,False,1092.625,294.25,1075.625,259.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,off,False,1217.125,204.375,1198.5,156.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211906.png,Green,False,836.375,331.25,826.875,311.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,Red,False,754.625,314.125,738.25,276.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,Red,False,1092.75,292.375,1077.125,260.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,Red,False,813.625,331.5,801.125,312.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,off,False,1219.875,198.875,1201.375,150.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/211930.png,Green,False,824.875,330.375,814.125,311.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,Green,False,741.0,316.125,723.125,278.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,Green,False,800.375,335.5,787.625,316.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,Green,False,1092.375,295.375,1077.125,263.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,off,False,1223.25,198.875,1201.875,148.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212516.png,Red,False,811.5,335.375,800.875,314.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,Green,False,737.125,314.75,717.75,277.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,Green,False,796.0,337.25,783.125,316.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,Green,False,1095.375,295.125,1081.875,261.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,Red,False,931.5,296.5,921.75,276.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,off,False,1229.25,196.375,1208.375,146.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212540.png,Red,False,806.875,334.125,797.375,315.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,Green,False,735.25,304.75,716.625,266.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,Green,False,1112.375,285.0,1097.75,251.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,Green,False,792.0,331.5,780.75,307.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,Red,False,932.625,288.0,922.375,267.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,off,False,1249.0,184.125,1229.125,129.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212564.png,Red,False,805.75,328.375,795.75,306.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,Green,False,635.75,294.5,612.5,242.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,Green,False,699.375,330.625,685.875,305.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,Green,False,1160.625,262.0,1141.75,214.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,Red,False,857.75,285.625,846.75,259.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212650.png,Red,False,712.25,328.875,700.75,305.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,Green,False,625.0,287.625,601.25,234.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,Green,False,690.5,325.25,675.25,301.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,Green,False,1170.5,259.125,1150.5,203.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,Red,False,850.0,279.75,839.375,254.625
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212656.png,Red,False,702.625,323.375,692.0,300.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,Green,False,574.5,281.5,548.625,220.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,Green,False,646.5,329.125,634.375,303.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,Green,False,1237.0,244.0,1213.0,179.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,Red,False,822.875,282.375,808.75,253.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212684.png,Red,False,664.5,329.0,651.0,302.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,Green,False,568.0,275.0,537.0,212.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,Green,False,642.25,326.5,627.625,300.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,Green,False,1248.375,229.625,1225.25,170.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,Red,False,817.75,278.0,806.5,250.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212688.png,Red,False,658.75,325.0,645.625,298.75
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,Green,False,465.0,233.0,425.0,143.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,Green,False,577.875,313.875,561.75,284.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,Green,False,881.0,327.5,872.875,305.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,Red,False,780.0,260.125,765.75,227.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212728.png,Red,False,596.5,312.625,582.375,282.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,Green,False,452.0,230.0,417.0,135.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,Green,False,575.0,315.0,557.0,283.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,Green,False,879.875,328.5,869.5,306.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,Red,False,777.625,258.375,764.25,227.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212730.png,Red,False,592.75,313.25,579.0,281.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,Green,False,154.0,93.0,87.0,1.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,Green,False,452.0,291.0,430.0,248.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,Green,False,818.125,307.25,807.0,279.5
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,Red,False,474.375,287.625,454.875,246.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212770.png,Red,False,696.875,223.375,681.25,184.875
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212796.png,Green,False,364.375,268.25,340.625,225.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212796.png,Green,False,790.0,301.375,777.5,271.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212796.png,Red,False,391.625,268.75,371.75,223.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212796.png,Red,False,654.25,204.0,636.375,156.125
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212800.png,Green,False,352.0,261.0,330.0,220.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212800.png,Green,False,791.0,296.375,776.125,264.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212800.png,Red,False,381.125,262.75,359.125,215.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212800.png,Red,False,650.125,195.375,632.25,147.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212810.png,Green,False,319.125,289.625,294.625,242.25
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212810.png,Green,False,791.625,326.125,776.5,293.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212810.png,Red,False,351.5,292.75,328.25,240.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212810.png,Red,False,641.5,220.25,621.375,167.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212866.png,Green,False,174.0,234.0,126.0,150.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212866.png,Red,False,228.0,233.0,188.0,146.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212866.png,Green,False,957.0,287.0,929.0,236.0
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212866.png,Red,False,716.875,110.25,681.875,24.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/212866.png,off,False,923.625,287.75,908.125,240.375
2017-02-03-11-44-56_los_altos_mountain_view_traffic_lights_bag/213280.png,Red,False,642.75,349.75,637.625,340.125
